ResourceNo,ResourceType,CultureName,ResourceKey,ResourceValue,InitBy,InitDate,ChangedBy,ChangedDate
23927,PublicWeb,fr-CA,SEOStAlbert,"<h3>Trouvez le logement idéal à St.Albert!</h3> <p>Laissez-vous séduire par les charmes de la belle ville de St.Albert (Alberta) et venez vous y établir! </p> <p>Le Sturgeon Point Villas blotti à proximité du sentier St.Albert est entouré d'écoles, de magasins et d'autres commodités.</p> <p>Déroulez la liste à la droite de l'écran pour explorer les différentes possibilités de location offertes par Boardwalk, vous renseigner sur les caractéristiques des logements et de l'immeuble et découvrir les promotions en cours. Notre offre de location comprend des logements de qualité d'une (1), deux (2) ou trois (3) chambres à coucher. Pour savoir si l'immeuble accepte les chats ou les chiens, recherchez l'icône illustrant l'animal de compagnie.</p> <h4>Boardwalk Ensemble Locatif, un endroit de choix pour s'établir!</h4> <p>Depuis plus de trente ans, nous offrons avec fierté des communautés locatives de qualité à nos membres résidents. </p> <p>Grâce à notre service à la clientèle ouvert 24 heures par jour, vous pouvez communiquer en tout temps par téléphone, courriel ou clavardage avec l'un de nos agents.<p> <h4>Louez un logement à St.Albert dès aujourd'hui!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
23943,PublicWeb,fr-CA,careers_OurTeam_ImgAlt_3,Témoignage de l'associé 3 - Notre équipe - Carrières - Boardwalk Ensemble Locatif,mwardrop,2016-12-07 19:52:00,,NULL
23944,PublicWeb,en-US,careers_OurTeam_ImgAlt_4,Associate Testimonial 4 - Our Team - Careers - Boardwalk Rental Communities,mwardrop,2016-12-07 19:52:00,,NULL
23945,PublicWeb,fr-CA,careers_OurTeam_ImgAlt_4,Témoignage de l'associé 4 - Notre équipe - Carrières - Boardwalk Ensemble Locatif,mwardrop,2016-12-07 19:52:00,,NULL
23946,PublicWeb,en-US,about_OfficeLocations_HeadOffice_Phone,403-531-9255,mwardrop,2016-12-07 19:52:00,,NULL
23947,PublicWeb,fr-CA,about_OfficeLocations_HeadOffice_Phone,403 531-9255,mwardrop,2016-12-07 19:52:00,,NULL
23948,PublicWeb,en-US,about_OfficeLocations_SAlberta_Phone,403-531-9255,mwardrop,2016-12-07 19:52:00,,NULL
23949,PublicWeb,fr-CA,about_OfficeLocations_SAlberta_Phone,403 531-9255,mwardrop,2016-12-07 19:52:00,,NULL
23950,PublicWeb,en-US,about_OfficeLocations_NAlberta_Phone,587-756-5900,mwardrop,2016-12-07 19:52:00,,NULL
23951,PublicWeb,fr-CA,about_OfficeLocations_NAlberta_Phone,587-756-5900,mwardrop,2016-12-07 19:52:00,,NULL
23952,PublicWeb,en-US,about_OfficeLocations_Ontario_Phone,519-953-5100,mwardrop,2016-12-07 19:52:00,,NULL
23953,PublicWeb,fr-CA,about_OfficeLocations_Ontario_Phone,519-953-5100,mwardrop,2016-12-07 19:52:00,,NULL
23954,PublicWeb,en-US,about_OfficeLocations_Saskatchewan_Phone,306-986-2424,mwardrop,2016-12-07 19:52:00,,NULL
23955,PublicWeb,fr-CA,about_OfficeLocations_Saskatchewan_Phone,306-986-2424,mwardrop,2016-12-07 19:52:00,,NULL
23956,PublicWeb,en-US,about_OfficeLocations_Québec_Phone,514-769-8982,mwardrop,2016-12-07 19:52:00,,NULL
23957,PublicWeb,fr-CA,about_OfficeLocations_Québec_Phone,514-769-8982,mwardrop,2016-12-07 19:52:00,,NULL
23958,PublicWeb,en-US,commercial_Leasing_p_6,403-206-6746,mwardrop,2016-12-07 19:52:00,,NULL
23959,PublicWeb,fr-CA,commercial_Leasing_p_6,403-206-6746,mwardrop,2016-12-07 19:52:00,,NULL
23960,PublicWeb,en-US,home_Terms_p_4_3,shall prevail.,mwardrop,2016-12-07 19:52:00,,NULL
24203,CommonTerms,fr-CA,PAPRequestedSubject,Demande d'activation du PPA enregistrée sur le site Web pour le nº de bail {0},johnny,2017-03-13 20:11:00,,NULL
23928,PublicWeb,en-US,SEOVilleSaintLaurent,"<h3>Find the Perfect Apartment Rental in Ville Saint-Laurent!</h3>  <p>Discover your new home in beautiful Saint-Laurent, Québec! </p>  <p>Complexe Deguire is situated in a residential and commercial area of the municipality of St. Laurent, which is located at the heart of the Island of Montreal.  To the south of the building is Côte-Vertu Boulevard and Jules Poitras Boulevard intersection. Complexe Deguire is located near Marché Central and just a few minutes from downtown by the local subway (metro), and at the intersection of major thoroughfares. </p>  <p>Follow the listings on the right side of this page to discover what a Boardwalk apartment can provide you, including suite features, building details and new incentives. Our rental apartments offer quality 2 ½ room, 3 ½ room, 4 ½ room and 5 ½ room suites.</p>  <h4>Choose Boardwalk Rental Communities!</h4>  <p>For over 30 years we’ve taken pride in providing our Resident Members with quality rental communities. </p>  <p>We offer 24-hour Customer Service that you can contact by phone, email or live chat.</p>  <h4>Rent your next apartment in Ville Saint-Laurent today!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
23929,PublicWeb,fr-CA,SEOVilleSaintLaurent,"<h3>Trouvez le logement idéal à Ville Saint-Laurent!</h3> <p>Laissez-vous séduire par les charmes de l'arrondissement Saint-Laurent à Montréal (Québec) et venez vous y établir! </p> <p>Le Complexe Deguire se situe dans l'arrondissement résidentiel et commercial de Saint-Laurent, en plein centre de la ville de Montréal.  Le quartier est délimité au sud par les boulevards de la Côte-Vertu et de Jules-Poitras. Grâce à son emplacement de choix, les résidents du Complexe Deguire peuvent se rendre en quelques minutes en transport en commun (autobus et métro) ou encore en voiture au Marché central, au centre-ville de Montréal ou accéder aux principales grandes artères.  </p> <p>Déroulez la liste à la droite de l'écran pour explorer les différentes possibilités de location offertes par Boardwalk, vous renseigner sur les caractéristiques des logements et de l'immeuble et découvrir les promotions en cours. Nous offrons pour la location des studios ainsi que des 3 ½, 4 ½ et 5 ½ de qualité en immeuble d'habitation.</p> <h4>Boardwalk Ensemble Locatif, un endroit de choix pour s'établir!</h4> <p>Depuis plus de trente ans, nous offrons avec fierté des communautés locatives de qualité à nos membres résidents. </p> <p>Grâce à notre service à la clientèle ouvert 24 heures par jour, vous pouvez communiquer en tout temps par téléphone, courriel ou clavardage avec l'un de nos agents.</p> <h4>Louez un logement à Ville Saint-Laurent dès aujourd'hui!<h4>",mwardrop,2016-12-07 19:52:00,,NULL
23961,PublicWeb,fr-CA,home_Terms_p_4_3,prévaudra.,mwardrop,2016-12-07 19:52:00,,NULL
23962,PublicWeb,en-US,home_Terms_p_1_1,"and its affiliated websites are continually under development. Boardwalk makes every effort to present accurate and reliable information. Information, photos and floor plans, although from sources we believe to be true, are not warranted to be so and shall not form part of any future contract.",mwardrop,2016-12-07 19:52:00,,NULL
23963,PublicWeb,fr-CA,home_Terms_p_1_1,"et ses sites web affiliés sont continuellement en développement. Boardwalk prend toutes les mesures raisonnables pour présenter une information fiable et exacte. Toutefois, les informations ainsi que les plans d'étage, bien que provenant de sources fiables, ne peuvent être présumés comme telles et par conséquent ne feront en aucun cas partie de tout contrat ultérieur.",mwardrop,2016-12-07 19:52:00,,NULL
23964,PublicWeb,en-US,home_Terms_p_4_2,"and a printed, electronic or cached copy, or information posted on another website, the information on",mwardrop,2016-12-07 19:52:00,,NULL
23965,PublicWeb,fr-CA,home_Terms_p_4_2,"et un exemplaire en version imprimée, électronique ou en mémoire cache ou une information d'un autre site Web, l'information sur",mwardrop,2016-12-07 19:52:00,,NULL
23930,PublicWeb,en-US,SEOWindsor,"<h3>Find the Perfect Apartment Rental in Windsor!</h3>  <p>Discover your new home in the city of roses, beautiful Windsor, Ontario! </p> <p>With properties across the city, it’s easy to find a Boardwalk apartment or townhouse close to the amenities that are important to you like downtown, parks, malls, and the University of Windsor.</p>  <p>Follow the listings on the right side of this page to discover what a Boardwalk apartment can provide you, including suite features, building details and new incentives. Our rental apartments and townhouses offer quality bachelor, one-bedroom, two-bedroom and three-bedroom suites. To see if an apartment allows cats or dogs, look for the pet friendly icons.</p>  <h4>Choose Boardwalk Rental Communities!</h4>  <p>For over 30 years we’ve taken pride in providing our Resident Members with quality rental communities.</p>  <p>We offer 24-hour Customer Service that you can contact by phone, email or live chat.</p>  <h4>Rent your next apartment in Windsor today!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
23931,PublicWeb,fr-CA,SEOWindsor,"<h3>Trouvez le logement idéal à Windsor!</h3> <p>Laissez-vous séduire par Windsor (Ontario), cité des roses et venez vous y établir! </p> <p>Nos maisons en rangée et nos logements avantageusement situés à proximité de commodités importantes comme le centre-ville, les parcs, les centres commerciaux et la University of Windsor ont tout pour vous plaire.</p> <p>Déroulez la liste à la droite de l'écran pour explorer les différentes possibilités de location offertes par Boardwalk, vous renseigner sur les caractéristiques des logements et de l'immeuble et découvrir les promotions en cours. Notre offre de location comprend des studios et des logements ou des maisons en rangée de qualité d'une (1), deux (2) ou trois (3) chambres à coucher. Pour savoir si l'immeuble accepte les chats ou les chiens, recherchez l'icône illustrant l'animal de compagnie.</p> <h4>Boardwalk Ensemble Locatif, un endroit de choix pour s'établir!</h4> <p>Depuis plus de trente ans, nous offrons avec fierté des communautés locatives de qualité à nos membres résidents. </p> <p>Grâce à notre service à la clientèle ouvert 24 heures par jour, vous pouvez communiquer en tout temps par téléphone, courriel ou clavardage avec l'un de nos agents.</p> <h4>Louez un logement à Windsor dès aujourd'hui!</h4>",mwardrop,2016-12-07 19:52:00,,NULL
23966,PublicWeb,en-US,DogsCats,Allows dogs and cats,mwardrop,2016-12-07 19:52:00,MColes,2017-01-06 12:40:00
23967,PublicWeb,fr-CA,DogsCats,Permet chiens et chats,mwardrop,2016-12-07 19:52:00,,NULL
23968,PublicWeb,en-US,ApplyHere,Apply Here,mwardrop,2016-12-07 19:52:00,,NULL
23969,PublicWeb,fr-CA,ApplyHere,Appliquez ici,mwardrop,2016-12-07 19:52:00,,NULL
23970,PublicWeb,en-US,CatsOnly,Cats Only,mwardrop,2016-12-07 19:52:00,,NULL
23971,PublicWeb,fr-CA,CatsOnly,Chats seulement,mwardrop,2016-12-07 19:52:00,,NULL
23973,PublicWeb,fr-CA,emailCScopy_body,"Merci de nous avoir contacté. Nous répondrons à votre message le plus tôt possible! 
Veuillez garder cette copie de votre message pour vos dossiers.",mwardrop,2016-12-07 19:52:00,,NULL
23974,PublicWeb,en-US,regardsBoardwalk,"

Regards,

Boardwalk Rental Communities",mwardrop,2016-12-07 19:52:00,,NULL
23975,PublicWeb,fr-CA,regardsBoardwalk,"

Cordialement,

Boardwalk Ensemble Locatif",mwardrop,2016-12-07 19:52:00,,NULL
23976,PublicWeb,en-US,emailCScopy_subject,Boardwalk Rental Communities - Thank You For Contacting Us.,mwardrop,2016-12-07 19:52:00,,NULL
23977,PublicWeb,fr-CA,emailCScopy_subject,Boardwalk Ensemble Locatif - Merci de communiquer avec nous.,mwardrop,2016-12-07 19:52:00,,NULL
24263,ValidationMessages,fr-CA,ReferAFriendCreditIsZero,Le crédit Référez un ami n'a pas été appliqué car le montant est à zéro!,Henry,2017-03-13 20:11:00,NDagher,2017-03-16 08:33:00
24373,Reports,fr-CA,OfferToLeaseRentalApplication.PetClause2ONChoice1,,pat,2017-04-24 20:11:00,,NULL
24374,Reports,en-US,OfferToLeaseRentalApplication.PetClause2ONChoice2,,pat,2017-04-24 20:11:00,,NULL
24375,Reports,fr-CA,OfferToLeaseRentalApplication.PetClause2ONChoice2,,pat,2017-04-24 20:11:00,,NULL
24378,Reports,en-US,OfferToLeaseRentalApplication.PetClause2QC,<b>I/We hereby acknowledge that there are no pets allowed on these premises without written authorization from the Landlord.</b>,pat,2017-04-24 20:11:00,,NULL
21424,Labels,en-US,PhoneNumberText,Phone Number:,Henry,2016-10-12 19:05:00,,NULL
21425,Labels,fr-CA,PhoneNumberText,Téléphone:,Henry,2016-10-12 19:05:00,HThomas,2016-10-19 12:58:00
21426,CommonTerms,en-US,PermissionToEnterSubject,"PTE {0}, {1}, {2}",johnny,2016-10-12 19:07:00,,NULL
21427,CommonTerms,fr-CA,PermissionToEnterSubject,"Autorisation d'accès {0}, {1}, {2}",johnny,2016-10-12 19:07:00,NDagher,2016-11-29 08:41:00
21428,CommonTerms,en-US,NoticeToEnterSubject,"NTE {0}, {1}, {2}",johnny,2016-10-12 19:07:00,,NULL
21429,CommonTerms,fr-CA,NoticeToEnterSubject,"PV {0}, {1}, {2}",johnny,2016-10-12 19:07:00,NDagher,2016-11-29 08:44:00
21467,CommonTerms,fr-CA,WhoCompleted,Complété par,johnny,2016-11-15 19:58:00,HThomas,2017-01-19 07:43:00
21468,CommonTerms,en-US,WhenCompleted,When Completed,johnny,2016-11-15 19:58:00,,NULL
21469,CommonTerms,fr-CA,WhenCompleted,Complété le,johnny,2016-11-15 19:58:00,HThomas,2017-01-19 07:43:00
21470,ValidationMessages,en-US,OnMepRequired,OnMep is required to be flagged on for this job sub type.,Mwardrop,2016-11-15 19:58:00,,NULL
21471,ValidationMessages,fr-CA,OnMepRequired,La case PFM active doit être cochée pour cette sous-catégorie de travaux.,Mwardrop,2016-11-15 19:58:00,ndagher,2016-12-01 11:58:00
21472,Labels,en-US,ForceMep,Force MEP:,Mwardrop,2016-11-15 19:58:00,,NULL
21473,Labels,fr-CA,ForceMep,Forcer la PFM:,Mwardrop,2016-11-15 19:58:00,NDagher,2016-11-29 09:24:00
21474,CommonTerms,en-US,ForceMep,Force MEP,Mwardrop,2016-11-15 19:58:00,,NULL
21475,CommonTerms,fr-CA,ForceMep,Forcer la PFM,Mwardrop,2016-11-15 19:58:00,NDagher,2016-11-29 09:24:00
21482,ValidationMessages,en-US,FieldRequiredIf,{0} is required if {1} is blank.,pat,2016-11-22 13:57:00,,NULL
21483,ValidationMessages,fr-CA,FieldRequiredIf,{0} est obligatoire si {1} est vide.,pat,2016-11-22 13:57:00,HThomas,2017-01-19 07:29:00
21572,PublicWeb,en-US,RentSupplementPrograms_li1,The Resident Member pays what they are able to afford,mwardrop,2016-12-07 19:52:00,,NULL
21573,PublicWeb,fr-CA,RentSupplementPrograms_li1,Le membre résident verse le montant qu'il parvient à payer.,mwardrop,2016-12-07 19:52:00,,NULL
21574,PublicWeb,en-US,RentSupplementPrograms_p1,"Over 1,000 Boardwalk rental apartments are a part of affordable housing programs run by local housing authorities in six different cities across Canada. These programs work by splitting the rental rate into three separate parts:",mwardrop,2016-12-07 19:52:00,,NULL
21575,PublicWeb,fr-CA,RentSupplementPrograms_p1,Plus de 1 000 logements locatifs de Boardwalk sont consacrés au programme de subvention de logements à loyer modique géré par des autorités locales de logement dans six villes du Canada. Ces programmes consistent à diviser le loyer en trois parties :,mwardrop,2016-12-07 19:52:00,,NULL
21576,PublicWeb,en-US,InternalSubsidy,Internal Subsidy (excluding Québec),mwardrop,2016-12-07 19:52:00,,NULL
21577,PublicWeb,fr-CA,InternalSubsidy,Programme de subvention à l’interne (à l'exception du Québec),mwardrop,2016-12-07 19:52:00,,NULL
21578,PublicWeb,en-US,InternalSubsidy_p1,Boardwalk is proud to offer an internally funded rental subsidy program for which we do not receive government support or any special tax credit. This program gives rent relief to our Resident Members in the form of:,mwardrop,2016-12-07 19:52:00,,NULL
21579,PublicWeb,fr-CA,InternalSubsidy_p1,"Boardwalk est fière de mettre à la disposition de ses membres résidents son programme de subventions locatives pour lequel elle ne reçoit aucune aide du gouvernement ni aucun type de crédit d'impôt. Ce programme offre différentes formes d'aide au loyer pour nos membres résidents, soit :",mwardrop,2016-12-07 19:52:00,,NULL
21580,PublicWeb,en-US,InternalSubsidy_li1,Waiving a rental increase,mwardrop,2016-12-07 19:52:00,,NULL
21581,PublicWeb,fr-CA,InternalSubsidy_li1,Annulation d'augmentation de loyer,mwardrop,2016-12-07 19:52:00,,NULL
21582,PublicWeb,en-US,InternalSubsidy_li2," Temporary rent freeze",mwardrop,2016-12-07 19:52:00,,NULL
21583,PublicWeb,fr-CA,InternalSubsidy_li2,Gel temporaire de loyer,mwardrop,2016-12-07 19:52:00,,NULL
21584,PublicWeb,en-US,InternalSubsidy_li3,Temporary rent reduction,mwardrop,2016-12-07 19:52:00,,NULL
21585,PublicWeb,fr-CA,InternalSubsidy_li3,Réduction temporaire de loyer,mwardrop,2016-12-07 19:52:00,,NULL
26507,ExceptionMessages,fr-CA,DepositReconciliationError,Impossible d’obtenir le rapport de rapprochement des dépôts pour le moment.,spatten,2022-03-21 20:01:00,,NULL
